交易 #,種類,信號,日期/時間,價格 USD,合約,獲利 USD,獲利 %,累計獲利 USD,累計獲利 %,最大交易獲利 USD,最大交易獲利 %,最大交易虧損 USD,最大交易虧損 %
401,多頭出場,Close entry(s) order Long,2022-11-10 22:15,17676,8.219792,-3370.11,-2.27,-42967.00,-5.58,180.84,0.12,3846.86,2.59
401,多頭進場,Long,2022-11-10 21:00,18086,8.219792,-3370.11,-2.27,-42967.00,-5.58,180.84,0.12,3846.86,2.59
400,多頭出場,Close entry(s) order Long,2022-11-10 16:30,17878,6.825305,2190.92,1.83,-39596.89,3.76,2450.28,2.04,873.64,0.73
400,多頭進場,Long,2022-11-10 16:00,17557,6.825305,2190.92,1.83,-39596.89,3.76,2450.28,2.04,873.64,0.73
399,空頭出場,Close entry(s) order Short,2022-11-10 08:30,16529,7.644216,1138.99,0.89,-41787.81,2,1819.32,1.43,1108.41,0.87
399,空頭進場,Short,2022-11-10 06:45,16678,7.644216,1138.99,0.89,-41787.81,2,1819.32,1.43,1108.41,0.87
398,空頭出場,Close entry(s) order Short,2022-11-08 18:00,19340,6.341175,3151.56,2.51,-42926.80,5.84,3157.91,2.51,824.35,0.66
398,空頭進場,Short,2022-11-08 17:30,19837,6.341175,3151.56,2.51,-42926.80,5.84,3157.91,2.51,824.35,0.66
397,空頭出場,Close entry(s) order Short,2022-11-07 03:15,20916,24.154899,1739.15,0.34,-46078.36,3.33,2053.17,0.4,772.96,0.15
397,空頭進場,Short,2022-11-07 02:30,20988,24.154899,1739.15,0.34,-46078.36,3.33,2053.17,0.4,772.96,0.15
396,多頭出場,Close entry(s) order Long,2022-11-05 01:00,21438,18.2604,1150.41,0.29,-47817.51,2.25,1259.97,0.32,36.52,0.01
396,多頭進場,Long,2022-11-05 00:45,21375,18.2604,1150.41,0.29,-47817.51,2.25,1259.97,0.32,36.52,0.01
395,多頭出場,Close entry(s) order Long,2022-11-04 22:00,21170,14.091797,944.15,0.32,-48967.92,1.88,1366.90,0.46,634.13,0.21
395,多頭進場,Long,2022-11-04 20:00,21103,14.091797,944.15,0.32,-48967.92,1.88,1366.90,0.46,634.13,0.21
394,多頭出場,Close entry(s) order Long,2022-11-04 14:30,21134,14.615653,3142.37,1.03,-49912.07,6.69,5013.17,1.64,0,0
394,多頭進場,Long,2022-11-04 14:15,20919,14.615653,3142.37,1.03,-49912.07,6.69,5013.17,1.64,0,0
393,多頭出場,Close entry(s) order Long,2022-11-04 13:00,20757,17.52811,2033.26,0.56,-53054.44,4.53,2226.07,0.62,0,0
393,多頭進場,Long,2022-11-04 12:45,20641,17.52811,2033.26,0.56,-53054.44,4.53,2226.07,0.62,0,0
392,空頭出場,Close entry(s) order Short,2022-11-02 21:30,20102,7.609633,1065.35,0.69,-55087.70,2.43,1331.69,0.86,464.19,0.3
392,空頭進場,Short,2022-11-02 19:30,20242,7.609633,1065.35,0.69,-55087.70,2.43,1331.69,0.86,464.19,0.3
391,多頭出場,Close entry(s) order Long,2022-11-02 18:30,20749,12.669082,1127.55,0.43,-56153.04,2.64,1317.58,0.5,240.71,0.09
391,多頭進場,Long,2022-11-02 18:15,20660,12.669082,1127.55,0.43,-56153.04,2.64,1317.58,0.5,240.71,0.09
390,空頭出場,Stop Loss,2022-11-02 18:00,20508,25.612719,-1920.95,-0.37,-57280.59,-4.3,5711.64,1.09,1920.95,0.37
390,空頭進場,Short,2022-11-02 18:00,20433,25.612719,-1920.95,-0.37,-57280.59,-4.3,5711.64,1.09,1920.95,0.37
389,空頭出場,Close entry(s) order Short,2022-11-02 16:15,20396,34.718949,486.07,0.07,-55359.64,1.1,729.10,0.1,902.69,0.13
389,空頭進場,Short,2022-11-02 15:15,20410,34.718949,486.07,0.07,-55359.64,1.1,729.10,0.1,902.69,0.13
388,空頭出場,Close entry(s) order Short,2022-11-02 10:00,20467,37.385345,0,0,-55845.70,0,1196.33,0.16,710.32,0.09
388,空頭進場,Short,2022-11-02 09:30,20467,37.385345,0,0,-55845.70,0,1196.33,0.16,710.32,0.09
387,空頭出場,Close entry(s) order Short,2022-11-02 06:00,20486,41.514243,664.23,0.08,-55845.70,1.53,913.31,0.11,249.09,0.03
387,空頭進場,Short,2022-11-02 05:30,20502,41.514243,664.23,0.08,-55845.70,1.53,913.31,0.11,249.09,0.03
386,空頭出場,Stop Loss,2022-11-01 06:00,20594,15.561539,-3828.14,-1.21,-56509.93,-8.09,1633.96,0.52,3828.14,1.21
386,空頭進場,Short,2022-10-31 14:00,20348,15.561539,-3828.14,-1.21,-56509.93,-8.09,1633.96,0.52,3828.14,1.21
385,多頭出場,Close entry(s) order Long,2022-10-31 11:15,20781,23.107491,762.55,0.16,-52681.79,1.64,1571.31,0.33,0,0
385,多頭進場,Long,2022-10-31 11:00,20748,23.107491,762.55,0.16,-52681.79,1.64,1571.31,0.33,0,0
384,多頭出場,Close entry(s) order Long,2022-10-29 05:15,20717,30.931651,-1577.51,-0.25,-53444.34,-3.28,278.38,0.04,1608.45,0.25
384,多頭進場,Long,2022-10-29 04:30,20768,30.931651,-1577.51,-0.25,-53444.34,-3.28,278.38,0.04,1608.45,0.25
383,多頭出場,Close entry(s) order Long,2022-10-28 17:45,20701,14.760789,797.08,0.26,-51866.83,1.68,1077.54,0.35,0,0
383,多頭進場,Long,2022-10-28 17:30,20647,14.760789,797.08,0.26,-51866.83,1.68,1077.54,0.35,0,0
382,空頭出場,Close entry(s) order Short,2022-10-27 21:30,20305,20.240609,3906.44,0.94,-52663.91,8.99,5019.67,1.21,141.68,0.03
382,空頭進場,Short,2022-10-27 21:15,20498,20.240609,3906.44,0.94,-52663.91,8.99,5019.67,1.21,141.68,0.03
381,多頭出場,Close entry(s) order Long,2022-10-26 13:30,20535,12.613306,-1892.00,-0.73,-56570.35,-4.17,1084.74,0.42,2812.77,1.08
381,多頭進場,Long,2022-10-26 09:45,20685,12.613306,-1892.00,-0.73,-56570.35,-4.17,1084.74,0.42,2812.77,1.08
380,多頭出場,Close entry(s) order Long,2022-10-25 14:45,19424,39.785577,1750.57,0.23,-54678.35,4.02,2506.49,0.33,0,0
380,多頭進場,Long,2022-10-25 14:30,19380,39.785577,1750.57,0.23,-54678.35,4.02,2506.49,0.33,0,0
379,多頭出場,Close entry(s) order Long,2022-10-22 14:45,19209,70.000169,-1610.00,-0.12,-56428.92,-3.56,0,0,2450.01,0.18
379,多頭進場,Long,2022-10-22 14:30,19232,70.000169,-1610.00,-0.12,-56428.92,-3.56,0,0,2450.01,0.18
378,空頭出場,Close entry(s) order Short,2022-10-20 18:15,19139,24.879571,746.39,0.16,-54818.91,1.68,1368.38,0.29,522.47,0.11
378,空頭進場,Short,2022-10-20 17:15,19169,24.879571,746.39,0.16,-54818.91,1.68,1368.38,0.29,522.47,0.11
377,多頭出場,Close entry(s) order Long,2022-10-20 16:00,19335,24.076816,650.07,0.14,-55565.30,1.48,674.15,0.15,987.15,0.21
377,多頭進場,Long,2022-10-20 15:30,19308,24.076816,650.07,0.14,-55565.30,1.48,674.15,0.15,987.15,0.21
376,空頭出場,Close entry(s) order Short,2022-10-19 22:30,19183,26.659551,293.26,0.06,-56215.37,0.67,479.87,0.09,719.81,0.14
376,空頭進場,Short,2022-10-19 21:15,19194,26.659551,293.26,0.06,-56215.37,0.67,479.87,0.09,719.81,0.14
375,多頭出場,Close entry(s) order Long,2022-10-18 09:15,19619,27.044638,-1325.19,-0.25,-56508.63,-2.96,135.22,0.03,1595.63,0.3
375,多頭進場,Long,2022-10-18 09:00,19668,27.044638,-1325.19,-0.25,-56508.63,-2.96,135.22,0.03,1595.63,0.3
374,多頭出場,Close entry(s) order Long,2022-10-18 08:15,19592,33.975474,-2887.92,-0.43,-55183.44,-6.05,169.88,0.03,3023.82,0.45
374,多頭進場,Long,2022-10-18 07:45,19677,33.975474,-2887.92,-0.43,-55183.44,-6.05,169.88,0.03,3023.82,0.45
373,多頭出場,Close entry(s) order Long,2022-10-17 13:45,19548,27.328957,1995.01,0.37,-52295.53,4.36,2568.92,0.48,81.99,0.02
373,多頭進場,Long,2022-10-17 13:30,19475,27.328957,1995.01,0.37,-52295.53,4.36,2568.92,0.48,81.99,0.02
372,多頭出場,Close entry(s) order Long,2022-10-17 11:30,19406,38.052639,1255.74,0.17,-54290.54,2.82,1331.84,0.18,913.26,0.12
372,多頭進場,Long,2022-10-17 11:15,19373,38.052639,1255.74,0.17,-54290.54,2.82,1331.84,0.18,913.26,0.12
371,空頭出場,Stop Loss,2022-10-16 23:00,19266,23.991753,-2926.99,-0.64,-55546.28,-6.18,383.87,0.08,2926.99,0.64
371,空頭進場,Short,2022-10-16 23:00,19144,23.991753,-2926.99,-0.64,-55546.28,-6.18,383.87,0.08,2926.99,0.64
370,多頭出場,Close entry(s) order Long,2022-10-16 17:30,19138,67.860631,-1900.10,-0.15,-52619.28,-3.86,542.89,0.04,2307.26,0.18
370,多頭進場,Long,2022-10-16 16:45,19166,67.860631,-1900.10,-0.15,-52619.28,-3.86,542.89,0.04,2307.26,0.18
369,多頭出場,Close entry(s) order Long,2022-10-12 22:00,19167,36.608188,658.95,0.09,-50719.19,1.36,951.81,0.14,1720.58,0.25
369,多頭進場,Long,2022-10-12 19:15,19149,36.608188,658.95,0.09,-50719.19,1.36,951.81,0.14,1720.58,0.25
368,空頭出場,Close entry(s) order Short,2022-10-11 14:15,19134,29.965719,209.76,0.04,-51378.13,0.43,539.38,0.09,689.21,0.12
368,空頭進場,Short,2022-10-11 14:00,19141,29.965719,209.76,0.04,-51378.13,0.43,539.38,0.09,689.21,0.12
367,空頭出場,Close entry(s) order Short,2022-10-10 15:45,19272,30.000352,450.01,0.08,-51587.89,0.94,1380.02,0.24,4500.05,0.78
367,空頭進場,Short,2022-10-10 12:00,19287,30.000352,450.01,0.08,-51587.89,0.94,1380.02,0.24,4500.05,0.78
366,空頭出場,Close entry(s) order Short,2022-10-10 09:15,19284,39.318488,4521.63,0.59,-52037.90,10.41,5150.72,0.68,1572.74,0.21
366,空頭進場,Short,2022-10-10 06:45,19399,39.318488,4521.63,0.59,-52037.90,10.41,5150.72,0.68,1572.74,0.21
365,空頭出場,Close entry(s) order Short,2022-10-09 21:30,19432,25.391785,482.44,0.1,-56559.52,1.12,558.62,0.11,126.96,0.03
365,空頭進場,Short,2022-10-09 21:15,19451,25.391785,482.44,0.1,-56559.52,1.12,558.62,0.11,126.96,0.03
364,空頭出場,Stop Loss,2022-10-09 20:30,19521,34.764595,-2676.87,-0.4,-57041.97,-5.87,1772.99,0.26,2676.87,0.4
364,空頭進場,Short,2022-10-09 20:15,19444,34.764595,-2676.87,-0.4,-57041.97,-5.87,1772.99,0.26,2676.87,0.4
363,多頭出場,Close entry(s) order Long,2022-10-09 15:00,19470,41.456481,-1948.45,-0.24,-54365.09,-4.09,1326.61,0.16,1948.45,0.24
363,多頭進場,Long,2022-10-09 13:30,19517,41.456481,-1948.45,-0.24,-54365.09,-4.09,1326.61,0.16,1948.45,0.24
362,多頭出場,Stop Loss,2022-10-09 11:45,19463,49.393421,-2123.92,-0.22,-52416.64,-4.27,0,0,2123.92,0.22
362,多頭進場,Long,2022-10-09 11:45,19506,49.393421,-2123.92,-0.22,-52416.64,-4.27,0,0,2123.92,0.22
361,多頭出場,Close entry(s) order Long,2022-10-06 07:00,20300,19.401417,-1707.32,-0.43,-50292.72,-3.32,1144.68,0.29,2522.18,0.64
361,多頭進場,Long,2022-10-06 03:00,20388,19.401417,-1707.32,-0.43,-50292.72,-3.32,1144.68,0.29,2522.18,0.64
360,多頭出場,Close entry(s) order Long,2022-10-04 21:30,20370,18.630978,2682.86,0.71,-48585.40,5.51,2738.75,0.73,1322.80,0.35
360,多頭進場,Long,2022-10-04 21:00,20226,18.630978,2682.86,0.71,-48585.40,5.51,2738.75,0.73,1322.80,0.35
359,多頭出場,Close entry(s) order Long,2022-10-04 15:00,20112,19.627587,1059.89,0.27,-51268.26,2.22,1275.79,0.32,863.61,0.22
359,多頭進場,Long,2022-10-04 14:45,20058,19.627587,1059.89,0.27,-51268.26,2.22,1275.79,0.32,863.61,0.22
358,多頭出場,Close entry(s) order Long,2022-10-04 07:45,19833,29.869312,2897.32,0.49,-52328.15,6.47,3554.45,0.6,0,0
358,多頭進場,Long,2022-10-04 07:30,19736,29.869312,2897.32,0.49,-52328.15,6.47,3554.45,0.6,0,0
357,多頭出場,Close entry(s) order Long,2022-10-03 17:00,19354,14.916278,-999.39,-0.34,-55225.47,-2.18,1059.06,0.37,1267.88,0.44
357,多頭進場,Long,2022-10-03 15:30,19421,14.916278,-999.39,-0.34,-55225.47,-2.18,1059.06,0.37,1267.88,0.44
356,多頭出場,Close entry(s) order Long,2022-10-03 14:30,19253,28.796972,-1497.44,-0.27,-54226.08,-3.17,662.33,0.12,1929.40,0.35
356,多頭進場,Long,2022-10-03 14:15,19305,28.796972,-1497.44,-0.27,-54226.08,-3.17,662.33,0.12,1929.40,0.35
355,空頭出場,Close entry(s) order Short,2022-10-02 23:45,19198,26.666073,266.66,0.05,-52728.64,0.57,533.32,0.1,426.66,0.08
355,空頭進場,Short,2022-10-02 23:30,19208,26.666073,266.66,0.05,-52728.64,0.57,533.32,0.1,426.66,0.08
354,空頭出場,Stop Loss,2022-10-02 20:00,19295,41.978358,-4953.45,-0.62,-52995.30,-9.53,545.72,0.07,4953.45,0.62
354,空頭進場,Short,2022-10-02 19:15,19177,41.978358,-4953.45,-0.62,-52995.30,-9.53,545.72,0.07,4953.45,0.62
353,空頭出場,Close entry(s) order Short,2022-10-02 15:15,19148,33.693657,539.10,0.08,-48041.85,1.05,539.10,0.08,505.40,0.08
353,空頭進場,Short,2022-10-02 15:00,19164,33.693657,539.10,0.08,-48041.85,1.05,539.10,0.08,505.40,0.08
352,空頭出場,Close entry(s) order Short,2022-10-02 00:30,19309,46.570455,325.99,0.04,-48580.95,0.64,1024.55,0.11,46.57,0.01
352,空頭進場,Short,2022-10-02 00:15,19316,46.570455,325.99,0.04,-48580.95,0.64,1024.55,0.11,46.57,0.01
351,多頭出場,Close entry(s) order Long,2022-09-30 15:45,19820,13.740703,3022.95,1.12,-48906.94,6.29,3723.73,1.38,178.63,0.07
351,多頭進場,Long,2022-09-30 15:30,19600,13.740703,3022.95,1.12,-48906.94,6.29,3723.73,1.38,178.63,0.07
350,多頭出場,Close entry(s) order Long,2022-09-30 01:45,19482,19.921204,-1772.99,-0.45,-51929.90,-3.56,2529.99,0.65,2569.84,0.66
350,多頭進場,Long,2022-09-30 00:45,19571,19.921204,-1772.99,-0.45,-51929.90,-3.56,2529.99,0.65,2569.84,0.66
349,多頭出場,Close entry(s) order Long,2022-09-29 19:00,19265,11.322295,-3328.75,-1.5,-50156.91,-6.26,803.88,0.36,3351.40,1.51
349,多頭進場,Long,2022-09-29 17:45,19559,11.322295,-3328.75,-1.5,-50156.91,-6.26,803.88,0.36,3351.40,1.51
348,空頭出場,Stop Loss,2022-09-29 17:30,19405,15.28411,-3484.78,-1.19,-46828.16,-6.15,0,0,3484.78,1.19
348,空頭進場,Short,2022-09-29 17:30,19177,15.28411,-3484.78,-1.19,-46828.16,-6.15,0,0,3484.78,1.19
347,空頭出場,Close entry(s) order Short,2022-09-26 13:15,18853,17.872002,732.75,0.22,-43343.38,1.31,1536.99,0.46,17.87,0.01
347,空頭進場,Short,2022-09-26 12:30,18894,17.872002,732.75,0.22,-43343.38,1.31,1536.99,0.46,17.87,0.01
346,多頭出場,Close entry(s) order Long,2022-09-26 12:15,18967,20.676192,-4445.38,-1.12,-44076.13,-7.36,103.38,0.03,4610.79,1.16
346,多頭進場,Long,2022-09-26 11:30,19182,20.676192,-4445.38,-1.12,-44076.13,-7.36,103.38,0.03,4610.79,1.16
345,多頭出場,Close entry(s) order Long,2022-09-26 09:45,19200,22.106151,2453.78,0.58,-39630.75,4.24,2453.78,0.58,0,0
345,多頭進場,Long,2022-09-26 09:30,19089,22.106151,2453.78,0.58,-39630.75,4.24,2453.78,0.58,0,0
344,空頭出場,Close entry(s) order Short,2022-09-26 02:00,18766,19.593936,1312.79,0.36,-42084.53,2.32,1469.55,0.4,156.75,0.04
344,空頭進場,Short,2022-09-26 01:45,18833,19.593936,1312.79,0.36,-42084.53,2.32,1469.55,0.4,156.75,0.04
343,空頭出場,Close entry(s) order Short,2022-09-26 00:45,18775,20.205531,383.91,0.1,-43397.33,0.68,1111.30,0.29,1111.30,0.29
343,空頭進場,Short,2022-09-25 23:45,18794,20.205531,383.91,0.1,-43397.33,0.68,1111.30,0.29,1111.30,0.29
342,多頭出場,Close entry(s) order Long,2022-09-24 00:15,19365,15.800142,426.60,0.14,-43781.23,0.76,821.61,0.27,616.21,0.2
342,多頭進場,Long,2022-09-24 00:00,19338,15.800142,426.60,0.14,-43781.23,0.76,821.61,0.27,616.21,0.2
341,空頭出場,Close entry(s) order Short,2022-09-21 22:15,18624,5.379419,2151.77,2.1,-44207.84,4.01,2340.05,2.29,478.77,0.47
341,空頭進場,Short,2022-09-21 20:45,19024,5.379419,2151.77,2.1,-44207.84,4.01,2340.05,2.29,478.77,0.47
340,空頭出場,Stop Loss,2022-09-21 19:30,19566,7.311693,-5132.81,-3.72,-46359.60,-8.73,102.36,0.07,5132.81,3.72
340,空頭進場,Short,2022-09-21 19:15,18864,7.311693,-5132.81,-3.72,-46359.60,-8.73,102.36,0.07,5132.81,3.72
339,多頭出場,Close entry(s) order Long,2022-09-21 19:00,19824,14.975129,4956.77,1.7,-41226.80,9.21,4956.77,1.7,838.61,0.29
339,多頭進場,Long,2022-09-21 18:45,19493,14.975129,4956.77,1.7,-41226.80,9.21,4956.77,1.7,838.61,0.29
338,多頭出場,Close entry(s) order Long,2022-09-20 00:00,19611,11.926933,1180.77,0.51,-46183.56,2.24,1991.80,0.86,1085.35,0.47
338,多頭進場,Long,2022-09-19 20:45,19512,11.926933,1180.77,0.51,-46183.56,2.24,1991.80,0.86,1085.35,0.47
337,多頭出場,Close entry(s) order Long,2022-09-17 18:00,20131,26.911226,699.69,0.13,-47364.33,1.35,2206.72,0.41,2018.34,0.37
337,多頭進場,Long,2022-09-17 17:15,20105,26.911226,699.69,0.13,-47364.33,1.35,2206.72,0.41,2018.34,0.37
336,空頭出場,Close entry(s) order Short,2022-09-16 17:30,19520,14.582377,977.02,0.34,-48064.02,1.92,1851.96,0.65,160.41,0.06
336,空頭進場,Short,2022-09-16 17:15,19587,14.582377,977.02,0.34,-48064.02,1.92,1851.96,0.65,160.41,0.06
335,空頭出場,Close entry(s) order Short,2022-09-16 16:45,19589,13.644146,996.02,0.37,-49041.04,1.99,996.02,0.37,1091.53,0.41
335,空頭進場,Short,2022-09-16 16:00,19662,13.644146,996.02,0.37,-49041.04,1.99,996.02,0.37,1091.53,0.41
334,空頭出場,Close entry(s) order Short,2022-09-16 13:30,19793,29.168,962.54,0.17,-50037.06,1.96,991.71,0.17,554.19,0.1
334,空頭進場,Short,2022-09-16 13:15,19826,29.168,962.54,0.17,-50037.06,1.96,991.71,0.17,554.19,0.1
333,空頭出場,Close entry(s) order Short,2022-09-15 13:30,20081,12.353866,210.02,0.08,-50999.61,0.43,716.52,0.29,2915.51,1.17
333,空頭進場,Short,2022-09-15 08:00,20098,12.353866,210.02,0.08,-50999.61,0.43,716.52,0.29,2915.51,1.17
332,空頭出場,Close entry(s) order Short,2022-09-13 14:00,21387,6.532906,1816.15,1.28,-51209.62,3.87,2110.13,1.49,640.22,0.45
332,空頭進場,Short,2022-09-13 13:45,21665,6.532906,1816.15,1.28,-51209.62,3.87,2110.13,1.49,640.22,0.45
331,多頭出場,Close entry(s) order Long,2022-09-13 13:30,22727,13.854855,1565.60,0.5,-53025.77,3.45,2313.76,0.74,1191.52,0.38
331,多頭進場,Long,2022-09-13 13:15,22614,13.854855,1565.60,0.5,-53025.77,3.45,2313.76,0.74,1191.52,0.38
330,多頭出場,Close entry(s) order Long,2022-09-13 12:30,22663,15.525678,1443.89,0.41,-54591.37,3.28,2173.59,0.62,900.49,0.26
330,多頭進場,Long,2022-09-13 11:45,22570,15.525678,1443.89,0.41,-54591.37,3.28,2173.59,0.62,900.49,0.26
329,多頭出場,Close entry(s) order Long,2022-09-12 09:45,22281,12.564433,967.46,0.35,-56035.26,2.25,967.46,0.35,929.77,0.33
329,多頭進場,Long,2022-09-12 09:00,22204,12.564433,967.46,0.35,-56035.26,2.25,967.46,0.35,929.77,0.33
328,多頭出場,Close entry(s) order Long,2022-09-12 02:45,22116,11.169329,2077.50,0.85,-57002.72,5.08,2133.34,0.87,1329.15,0.54
328,多頭進場,Long,2022-09-12 02:30,21930,11.169329,2077.50,0.85,-57002.72,5.08,2133.34,0.87,1329.15,0.54
327,多頭出場,Close entry(s) order Long,2022-09-12 02:00,21648,14.008232,-2633.55,-0.86,-59080.21,-6.05,336.20,0.11,2675.57,0.87
327,多頭進場,Long,2022-09-12 01:00,21836,14.008232,-2633.55,-0.86,-59080.21,-6.05,336.20,0.11,2675.57,0.87
326,多頭出場,Close entry(s) order Long,2022-09-11 01:45,21586,13.257893,-1988.68,-0.69,-56446.67,-4.37,1034.12,0.36,2174.29,0.75
326,多頭進場,Long,2022-09-10 23:15,21736,13.257893,-1988.68,-0.69,-56446.67,-4.37,1034.12,0.36,2174.29,0.75
325,多頭出場,Close entry(s) order Long,2022-09-10 20:45,21596,18.881117,1208.39,0.3,-54457.98,2.73,1529.37,0.38,830.77,0.2
325,多頭進場,Long,2022-09-10 20:30,21532,18.881117,1208.39,0.3,-54457.98,2.73,1529.37,0.38,830.77,0.2
324,多頭出場,Close entry(s) order Long,2022-09-10 06:45,21620,18.080647,488.18,0.13,-55666.37,1.11,1410.29,0.36,0,0
324,多頭進場,Long,2022-09-10 06:30,21593,18.080647,488.18,0.13,-55666.37,1.11,1410.29,0.36,0,0
323,多頭出場,Close entry(s) order Long,2022-09-09 23:15,21276,14.791046,-621.22,-0.2,-56154.55,-1.4,266.24,0.08,1760.13,0.56
323,多頭進場,Long,2022-09-09 21:45,21318,14.791046,-621.22,-0.2,-56154.55,-1.4,266.24,0.08,1760.13,0.56
322,多頭出場,Close entry(s) order Long,2022-09-09 04:30,19686,25.334649,6536.34,1.33,-55533.33,17.23,8259.10,1.68,202.68,0.04
322,多頭進場,Long,2022-09-09 04:15,19428,25.334649,6536.34,1.33,-55533.33,17.23,8259.10,1.68,202.68,0.04
321,多頭出場,Close entry(s) order Long,2022-09-08 23:15,19305,16.332256,-1829.21,-0.58,-62069.67,-4.6,489.97,0.15,2025.20,0.64
321,多頭進場,Long,2022-09-08 21:15,19417,16.332256,-1829.21,-0.58,-62069.67,-4.6,489.97,0.15,2025.20,0.64
320,多頭出場,Close entry(s) order Long,2022-09-08 12:45,19295,20.078235,-1425.55,-0.37,-60240.45,-3.46,0,0,1485.79,0.38
320,多頭進場,Long,2022-09-08 12:15,19366,20.078235,-1425.55,-0.37,-60240.45,-3.46,0,0,1485.79,0.38
319,空頭出場,Close entry(s) order Short,2022-09-08 06:00,19353,28.465987,-3985.24,-0.73,-58814.90,-8.82,28.47,0.01,4497.63,0.82
319,空頭進場,Short,2022-09-08 05:00,19213,28.465987,-3985.24,-0.73,-58814.90,-8.82,28.47,0.01,4497.63,0.82
318,空頭出場,Close entry(s) order Short,2022-09-06 03:30,19715,14.641801,761.37,0.26,-54829.66,1.71,1347.05,0.47,0,0
318,空頭進場,Short,2022-09-06 03:00,19767,14.641801,761.37,0.26,-54829.66,1.71,1347.05,0.47,0,0
317,多頭出場,Close entry(s) order Long,2022-09-06 02:00,20105,21.535377,1938.18,0.45,-55591.04,4.56,3036.49,0.7,430.71,0.1
317,多頭進場,Long,2022-09-06 01:45,20015,21.535377,1938.18,0.45,-55591.04,4.56,3036.49,0.7,430.71,0.1
316,空頭出場,Close entry(s) order Short,2022-09-05 19:30,19693,23.525898,1340.98,0.29,-57529.22,3.26,1529.18,0.33,541.10,0.12
316,空頭進場,Short,2022-09-05 19:15,19750,23.525898,1340.98,0.29,-57529.22,3.26,1529.18,0.33,541.10,0.12
315,多頭出場,Close entry(s) order Long,2022-09-04 19:15,19816,21.683607,-2016.58,-0.47,-58870.20,-4.67,889.03,0.21,2168.36,0.5
315,多頭進場,Long,2022-09-04 18:00,19909,21.683607,-2016.58,-0.47,-58870.20,-4.67,889.03,0.21,2168.36,0.5
314,空頭出場,Close entry(s) order Short,2022-09-04 17:45,19858,23.972935,-3595.94,-0.76,-56853.62,-7.69,1150.70,0.24,3835.67,0.81
314,空頭進場,Short,2022-09-04 15:00,19708,23.972935,-3595.94,-0.76,-56853.62,-7.69,1150.70,0.24,3835.67,0.81
313,多頭出場,Close entry(s) order Long,2022-09-02 14:15,20328,17.95626,1149.20,0.32,-53257.68,2.52,1921.32,0.53,1508.33,0.41
313,多頭進場,Long,2022-09-02 13:45,20264,17.95626,1149.20,0.32,-53257.68,2.52,1921.32,0.53,1508.33,0.41
312,多頭出場,Close entry(s) order Long,2022-09-02 06:00,20161,19.157643,-1475.14,-0.38,-54406.88,-3.13,19.16,0,1800.82,0.46
312,多頭進場,Long,2022-09-02 05:30,20238,19.157643,-1475.14,-0.38,-54406.88,-3.13,19.16,0,1800.82,0.46
311,多頭出場,Close entry(s) order Long,2022-09-02 04:45,20210,20.006212,560.17,0.14,-52931.74,1.2,1040.32,0.26,980.30,0.24
311,多頭進場,Long,2022-09-02 04:15,20182,20.006212,560.17,0.14,-52931.74,1.2,1040.32,0.26,980.30,0.24
310,空頭出場,Close entry(s) order Short,2022-08-31 18:00,20035,12.058732,1037.05,0.43,-53491.92,2.28,1193.81,0.49,373.82,0.15
310,空頭進場,Short,2022-08-31 17:15,20121,12.058732,1037.05,0.43,-53491.92,2.28,1193.81,0.49,373.82,0.15
309,多頭出場,Close entry(s) order Long,2022-08-30 05:45,20488,21.56784,1056.82,0.24,-54528.97,2.38,2264.62,0.51,0,0
309,多頭進場,Long,2022-08-30 05:30,20439,21.56784,1056.82,0.24,-54528.97,2.38,2264.62,0.51,0,0
308,多頭出場,Close entry(s) order Long,2022-08-29 15:15,20233,15.770697,1971.34,0.62,-55585.79,4.64,2349.83,0.74,898.93,0.28
308,多頭進場,Long,2022-08-29 14:45,20108,15.770697,1971.34,0.62,-55585.79,4.64,2349.83,0.74,898.93,0.28
307,空頭出場,Stop Loss,2022-08-29 13:15,19911,18.631692,-2776.12,-0.75,-57557.13,-6.14,409.90,0.11,3353.70,0.91
307,空頭進場,Short,2022-08-29 03:45,19762,18.631692,-2776.12,-0.75,-57557.13,-6.14,409.90,0.11,3353.70,0.91
306,空頭出場,Close entry(s) order Short,2022-08-28 23:30,19908,22.593648,1626.74,0.36,-54781.01,3.73,2101.21,0.47,361.50,0.08
306,空頭進場,Short,2022-08-28 23:15,19980,22.593648,1626.74,0.36,-54781.01,3.73,2101.21,0.47,361.50,0.08
305,空頭出場,Close entry(s) order Short,2022-08-26 16:15,20848,7.238001,3054.44,1.98,-56407.75,7.53,3358.43,2.18,557.33,0.36
305,空頭進場,Short,2022-08-26 15:45,21270,7.238001,3054.44,1.98,-56407.75,7.53,3358.43,2.18,557.33,0.36
304,多頭出場,Close entry(s) order Long,2022-08-26 14:15,21806,10.578092,1766.54,0.77,-59462.18,4.56,2443.54,1.07,74.05,0.03
304,多頭進場,Long,2022-08-26 14:00,21639,10.578092,1766.54,0.77,-59462.18,4.56,2443.54,1.07,74.05,0.03
303,多頭出場,Close entry(s) order Long,2022-08-24 17:15,21823,14.16238,3115.72,1.02,-61228.73,8.74,4092.93,1.34,708.12,0.23
303,多頭進場,Long,2022-08-24 16:30,21603,14.16238,3115.72,1.02,-61228.73,8.74,4092.93,1.34,708.12,0.23
